prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
pvt21__pvt21_039__template_default__smart_brilliant,pvt21,Pankratz & van Tiel (2021),pvt21_039,smart/brilliant,smart,brilliant,smart,brilliant,adj,default,"The writer was smart, but not brilliant.",0.068965517,True,cross-scale/human_data/pvt21.csv,"The writer was smart, but not",brilliant, brilliant,.,"The writer was smart, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/smart_brilliant.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_040__template_default__soft_mushy,pvt21,Pankratz & van Tiel (2021),pvt21_040,soft/mushy,soft,mushy,soft,mushy,adj,default,"The banana was soft, but not mushy.",0.3125,True,cross-scale/human_data/pvt21.csv,"The banana was soft, but not",mushy, mushy,.,"The banana was soft, but not mushy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/soft_mushy.json,1026,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_041__template_default__thick_impenetrable,pvt21,Pankratz & van Tiel (2021),pvt21_041,thick/impenetrable,thick,impenetrable,thick,impenetrable,adj,default,"The wall was thick, but not impenetrable.",0.431372549,True,cross-scale/human_data/pvt21.csv,"The wall was thick, but not",impenetrable, impenetrable,.,"The wall was thick, but not impenetrable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/thick_impenetrable.json,676,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_042__template_default__thin_invisible,pvt21,Pankratz & van Tiel (2021),pvt21_042,thin/invisible,thin,invisible,thin,invisible,adj,default,"The line was thin, but not invisible.",0.902439024,True,cross-scale/human_data/pvt21.csv,"The line was thin, but not",invisible, invisible,.,"The line was thin, but not invisible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/thin_invisible.json,204,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_043__template_default__tiny_imperceptible,pvt21,Pankratz & van Tiel (2021),pvt21_043,tiny/imperceptible,tiny,imperceptible,tiny,imperceptible,adj,default,"The movement was tiny, but not imperceptible.",0.558823529,True,cross-scale/human_data/pvt21.csv,"The movement was tiny, but not",imperceptible, imperceptible,.,"The movement was tiny, but not imperceptible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/tiny_imperceptible.json,1027,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_044__template_default__tough_impossible,pvt21,Pankratz & van Tiel (2021),pvt21_044,tough/impossible,tough,impossible,tough,impossible,adj,default,"The test was tough, but not impossible.",0.870967742,True,cross-scale/human_data/pvt21.csv,"The test was tough, but not",impossible, impossible,.,"The test was tough, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/tough_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_045__template_default__uncomfortable_painful,pvt21,Pankratz & van Tiel (2021),pvt21_045,uncomfortable/painful,uncomfortable,painful,uncomfortable,painful,adj,default,"The conversation was uncomfortable, but not painful.",0.25,True,cross-scale/human_data/pvt21.csv,"The conversation was uncomfortable, but not",painful, painful,.,"The conversation was uncomfortable, but not painful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/uncomfortable_painful.json,1028,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_046__template_default__warm_hot,pvt21,Pankratz & van Tiel (2021),pvt21_046,warm/hot,warm,hot,warm,hot,adj,default,"The engine was warm, but not hot.",0.380952381,True,cross-scale/human_data/pvt21.csv,"The engine was warm, but not",hot, hot,.,"The engine was warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_047__template_default__weird_alien,pvt21,Pankratz & van Tiel (2021),pvt21_047,weird/alien,weird,alien,weird,alien,adj,default,"The idea was weird, but not alien.",0.130434783,True,cross-scale/human_data/pvt21.csv,"The idea was weird, but not",alien, alien,.,"The idea was weird, but not alien.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/weird_alien.json,1029,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_048__template_default__wet_sopping,pvt21,Pankratz & van Tiel (2021),pvt21_048,wet/sopping,wet,sopping,wet,sopping,adj,default,"His clothing was wet, but not sopping.",0.325,True,cross-scale/human_data/pvt21.csv,"His clothing was wet, but not",sopping, sopping,.,"His clothing was wet, but not sopping.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wet_sopping.json,1030,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_049__template_default__wonderful_perfect,pvt21,Pankratz & van Tiel (2021),pvt21_049,wonderful/perfect,wonderful,perfect,wonderful,perfect,adj,default,"His performance was wonderful, but not perfect.",0.135135135,True,cross-scale/human_data/pvt21.csv,"His performance was wonderful, but not",perfect, perfect,.,"His performance was wonderful, but not perfect.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wonderful_perfect.json,1031,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_050__template_default__wrong_evil,pvt21,Pankratz & van Tiel (2021),pvt21_050,wrong/evil,wrong,evil,wrong,evil,adj,default,"His choices were wrong, but not evil.",0.327586207,True,cross-scale/human_data/pvt21.csv,"His choices were wrong, but not",evil, evil,.,"His choices were wrong, but not evil.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wrong_evil.json,1032,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_001__template_default__allowed_obligatory,rx22,Ronai & Xiang (2022),rx22_001,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,default,"Drinking is allowed, but not obligatory.",0.825,True,cross-scale/human_data/rx22.csv,"Drinking is allowed, but not",obligatory, obligatory,.,"Drinking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_002__template_default__attractive_stunning,rx22,Ronai & Xiang (2022),rx22_002,attractive/stunning,attractive,stunning,attractive,stunning,adj,default,"This model is attractive, but not stunning.",0.05,True,cross-scale/human_data/rx22.csv,"This model is attractive, but not",stunning, stunning,.,"This model is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_003__template_default__begin_complete,rx22,Ronai & Xiang (2022),rx22_003,begin/complete,begin,complete,begin,complete,verb,default,"John began the race, but did not complete it.",0.2,True,cross-scale/human_data/rx22.csv,"John began the race, but did not",complete, complete,it.,"John began the race, but did not complete it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/begin_complete.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_004__template_default__believe_know,rx22,Ronai & Xiang (2022),rx22_004,believe/know,believe,know,believe,know,verb,default,"The teacher believes it is true, but does not know.",0.625,True,cross-scale/human_data/rx22.csv,"The teacher believes it is true, but does not",know, know,.,"The teacher believes it is true, but does not know.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_005__template_default__big_enormous,rx22,Ronai & Xiang (2022),rx22_005,big/enormous,big,enormous,big,enormous,adj,default,"The elephant is big, but not enormous.",0.05,True,cross-scale/human_data/rx22.csv,"The elephant is big, but not",enormous, enormous,.,"The elephant is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_006__template_default__cool_cold,rx22,Ronai & Xiang (2022),rx22_006,cool/cold,cool,cold,cool,cold,adj,default,"The weather is cool, but not cold.",0.425,True,cross-scale/human_data/rx22.csv,"The weather is cool, but not",cold, cold,.,"The weather is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_007__template_default__damage_destroy,rx22,Ronai & Xiang (2022),rx22_007,damage/destroy,damage,destroy,damage,destroy,verb,default,"The machine might damage itself, but not destroy.",0.375,False,cross-scale/human_data/rx22.csv,"The machine might damage itself, but not",destroy, destroy,.,"The machine might damage itself, but not destroy.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_008__template_default__dark_black,rx22,Ronai & Xiang (2022),rx22_008,dark/black,dark,black,dark,black,adj,default,"The sky is dark, but not black.",0.275,True,cross-scale/human_data/rx22.csv,"The sky is dark, but not",black, black,.,"The sky is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_009__template_default__difficult_impossible,rx22,Ronai & Xiang (2022),rx22_009,difficult/impossible,difficult,impossible,difficult,impossible,adj,default,"The task is difficult, but not impossible.",0.7,True,cross-scale/human_data/rx22.csv,"The task is difficult, but not",impossible, impossible,.,"The task is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_010__template_default__dirty_filthy,rx22,Ronai & Xiang (2022),rx22_010,dirty/filthy,dirty,filthy,dirty,filthy,adj,default,"Zack's carpet was dirty, but not filthy.",0.075,True,cross-scale/human_data/rx22.csv,"Zack's carpet was dirty, but not",filthy, filthy,.,"Zack's carpet was dirty, but not filthy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/dirty_filthy.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_011__template_default__dislike_loathe,rx22,Ronai & Xiang (2022),rx22_011,dislike/loathe,dislike,loathe,dislike,loathe,verb,default,"The doctor dislikes coffee, but does not loathe it.",0.225,True,cross-scale/human_data/rx22.csv,"The doctor dislikes coffee, but does not",loathe, loathe,it.,"The doctor dislikes coffee, but does not loathe it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/dislike_loathe.json,226,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_012__template_default__double_triple,rx22,Ronai & Xiang (2022),rx22_012,double/triple,double,triple,double,triple,verb,default,"The sales will double, but not triple.",0.525,True,cross-scale/human_data/rx22.csv,"The sales will double, but not",triple, triple,.,"The sales will double, but not triple.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/double_triple.json,227,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_013__template_default__equally_more,rx22,Ronai & Xiang (2022),rx22_013,equally/more,equally,more,equally,more,adv,default,"That candidate is equally skilled, but not more.",0.675,True,cross-scale/human_data/rx22.csv,"That candidate is equally skilled, but not",more, more,.,"That candidate is equally skilled, but not more.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/equally_more.json,961,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_014__template_default__funny_hilarious,rx22,Ronai & Xiang (2022),rx22_014,funny/hilarious,funny,hilarious,funny,hilarious,adj,default,"The movie is funny, but not hilarious.",0.05,True,cross-scale/human_data/rx22.csv,"The movie is funny, but not",hilarious, hilarious,.,"The movie is funny, but not hilarious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/funny_hilarious.json,265,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_015__template_default__good_excellent,rx22,Ronai & Xiang (2022),rx22_015,good/excellent,good,excellent,good,excellent,adj,default,"The movie is good, but not excellent.",0.3,True,cross-scale/human_data/rx22.csv,"The movie is good, but not",excellent, excellent,.,"The movie is good, but not excellent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/good_excellent.json,1005,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_016__template_default__happy_ecstatic,rx22,Ronai & Xiang (2022),rx22_016,happy/ecstatic,happy,ecstatic,happy,ecstatic,adj,default,"The winner was happy, but not ecstatic.",0.05,True,cross-scale/human_data/rx22.csv,"The winner was happy, but not",ecstatic, ecstatic,.,"The winner was happy, but not ecstatic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/happy_ecstatic.json,595,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_017__template_default__hard_unsolvable,rx22,Ronai & Xiang (2022),rx22_017,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,default,"The problem is hard, but not unsolvable.",0.575,True,cross-scale/human_data/rx22.csv,"The problem is hard, but not",unsolvable, unsolvable,.,"The problem is hard, but not unsolvable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/hard_unsolvable.json,1006,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_018__template_default__harmful_deadly,rx22,Ronai & Xiang (2022),rx22_018,harmful/deadly,harmful,deadly,harmful,deadly,adj,default,"The toxin is harmful, but not deadly.",0.2,True,cross-scale/human_data/rx22.csv,"The toxin is harmful, but not",deadly, deadly,.,"The toxin is harmful, but not deadly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/harmful_deadly.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_019__template_default__here_everywhere,rx22,Ronai & Xiang (2022),rx22_019,here/everywhere,here,everywhere,here,everywhere,adv,default,"There is water here, but not everywhere.",0.5,True,cross-scale/human_data/rx22.csv,"There is water here, but not",everywhere, everywhere,.,"There is water here, but not everywhere.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/here_everywhere.json,16,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_020__template_default__hungry_starving,rx22,Ronai & Xiang (2022),rx22_020,hungry/starving,hungry,starving,hungry,starving,adj,default,"The boy is hungry, but not starving.",0.2,True,cross-scale/human_data/rx22.csv,"The boy is hungry, but not",starving, starving,.,"The boy is hungry, but not starving.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/hungry_starving.json,1008,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_021__template_default__intelligent_brilliant,rx22,Ronai & Xiang (2022),rx22_021,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,default,"The student is intelligent, but not brilliant.",0.05,True,cross-scale/human_data/rx22.csv,"The student is intelligent, but not",brilliant, brilliant,.,"The student is intelligent, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/intelligent_brilliant.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_022__template_default__intimidating_terrifying,rx22,Ronai & Xiang (2022),rx22_022,intimidating/terrifying,intimidating,terrifying,intimidating,terrifying,adj,default,"Chris's opponent was intimidating, but not terrifying.",0.175,True,cross-scale/human_data/rx22.csv,"Chris's opponent was intimidating, but not",terrifying, terrifying,.,"Chris's opponent was intimidating, but not terrifying.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/intimidating_terrifying.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_023__template_default__largely_totally,rx22,Ronai & Xiang (2022),rx22_023,largely/totally,largely,totally,largely,totally,adv,default,"The coast was largely flooded, but not totally.",0.7,True,cross-scale/human_data/rx22.csv,"The coast was largely flooded, but not",totally, totally,.,"The coast was largely flooded, but not totally.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/largely_totally.json,962,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_024__template_default__like_love,rx22,Ronai & Xiang (2022),rx22_024,like/love,like,love,like,love,verb,default,"The princess likes dancing, but does not love it.",0.1,True,cross-scale/human_data/rx22.csv,"The princess likes dancing, but does not",love, love,it.,"The princess likes dancing, but does not love it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/like_love.json,228,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_025__template_default__match_exceed,rx22,Ronai & Xiang (2022),rx22_025,match/exceed,match,exceed,match,exceed,verb,default,"Bill's score matches Al's, but does not exceed it.",0.875,True,cross-scale/human_data/rx22.csv,"Bill's score matches Al's, but does not",exceed, exceed,it.,"Bill's score matches Al's, but does not exceed it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/match_exceed.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_026__template_default__mostly_entirely,rx22,Ronai & Xiang (2022),rx22_026,mostly/entirely,mostly,entirely,mostly,entirely,adv,default,"Peter's answers were mostly wrong, but not entirely.",0.875,True,cross-scale/human_data/rx22.csv,"Peter's answers were mostly wrong, but not",entirely, entirely,.,"Peter's answers were mostly wrong, but not entirely.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/mostly_entirely.json,54,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_027__template_default__old_ancient,rx22,Ronai & Xiang (2022),rx22_027,old/ancient,old,ancient,old,ancient,adj,default,"The house is old, but not ancient.",0.325,True,cross-scale/human_data/rx22.csv,"The house is old, but not",ancient, ancient,.,"The house is old, but not ancient.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/old_ancient.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_028__template_default__once_twice,rx22,Ronai & Xiang (2022),rx22_028,once/twice,once,twice,once,twice,adv,default,"Mistakes happened once, but not twice.",0.7,True,cross-scale/human_data/rx22.csv,"Mistakes happened once, but not",twice, twice,.,"Mistakes happened once, but not twice.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/once_twice.json,20,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_029__template_default__or_and,rx22,Ronai & Xiang (2022),rx22_029,or/and,or,and,or,and,conj,default,"Everyone saw Wonder Woman or Batman, but not and.",0.25,False,cross-scale/human_data/rx22.csv,"Everyone saw Wonder Woman or Batman, but not",and, and,.,"Everyone saw Wonder Woman or Batman, but not and.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_030__template_default__overweight_obese,rx22,Ronai & Xiang (2022),rx22_030,overweight/obese,overweight,obese,overweight,obese,adj,default,"The teenager is overweight, but not obese.",0.1,True,cross-scale/human_data/rx22.csv,"The teenager is overweight, but not",obese, obese,.,"The teenager is overweight, but not obese.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/overweight_obese.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_031__template_default__overwhelmingly_unanimously,rx22,Ronai & Xiang (2022),rx22_031,overwhelmingly/unanimously,overwhelmingly,unanimously,overwhelmingly,unanimously,adv,default,"The measure was supported overwhelmingly, but not unanimously.",0.6,True,cross-scale/human_data/rx22.csv,"The measure was supported overwhelmingly, but not",unanimously, unanimously,.,"The measure was supported overwhelmingly, but not unanimously.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/overwhelmingly_unanimously.json,369,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_032__template_default__palatable_delicious,rx22,Ronai & Xiang (2022),rx22_032,palatable/delicious,palatable,delicious,palatable,delicious,adj,default,"The wine is palatable, but not delicious.",0.475,True,cross-scale/human_data/rx22.csv,"The wine is palatable, but not",delicious, delicious,.,"The wine is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/palatable_delicious.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_033__template_default__partially_completely,rx22,Ronai & Xiang (2022),rx22_033,partially/completely,partially,completely,partially,completely,adv,default,"The tank is partially full, but not completely.",0.95,True,cross-scale/human_data/rx22.csv,"The tank is partially full, but not",completely, completely,.,"The tank is partially full, but not completely.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/partially_completely.json,6,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_034__template_default__permit_require,rx22,Ronai & Xiang (2022),rx22_034,permit/require,permit,require,permit,require,verb,default,"The club permits dancing, but does not require it.",0.65,True,cross-scale/human_data/rx22.csv,"The club permits dancing, but does not",require, require,it.,"The club permits dancing, but does not require it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/permit_require.json,230,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_035__template_default__polished_impeccable,rx22,Ronai & Xiang (2022),rx22_035,polished/impeccable,polished,impeccable,polished,impeccable,adj,default,"Ann's speech was polished, but not impeccable.",0.05,True,cross-scale/human_data/rx22.csv,"Ann's speech was polished, but not",impeccable, impeccable,.,"Ann's speech was polished, but not impeccable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/polished_impeccable.json,559,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_036__template_default__possible_certain,rx22,Ronai & Xiang (2022),rx22_036,possible/certain,possible,certain,possible,certain,adj,default,"Success is possible, but not certain.",0.825,True,cross-scale/human_data/rx22.csv,"Success is possible, but not",certain, certain,.,"Success is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_037__template_default__pretty_beautiful,rx22,Ronai & Xiang (2022),rx22_037,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The girl is pretty, but not beautiful.",0.075,True,cross-scale/human_data/rx22.csv,"The girl is pretty, but not",beautiful, beautiful,.,"The girl is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/pretty_beautiful.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_038__template_default__primarily_exclusively,rx22,Ronai & Xiang (2022),rx22_038,primarily/exclusively,primarily,exclusively,primarily,exclusively,adv,default,"The residents are primarily Greek, but not exclusively.",0.775,True,cross-scale/human_data/rx22.csv,"The residents are primarily Greek, but not",exclusively, exclusively,.,"The residents are primarily Greek, but not exclusively.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/primarily_exclusively.json,963,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_039__template_default__probably_necessarily,rx22,Ronai & Xiang (2022),rx22_039,probably/necessarily,probably,necessarily,probably,necessarily,adv,default,"A delay will probably occur, but not necessarily.",0.55,True,cross-scale/human_data/rx22.csv,"A delay will probably occur, but not",necessarily, necessarily,.,"A delay will probably occur, but not necessarily.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/probably_necessarily.json,80,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_040__template_default__reduce_eliminate,rx22,Ronai & Xiang (2022),rx22_040,reduce/eliminate,reduce,eliminate,reduce,eliminate,verb,default,"The city reduced waste, but did not eliminate it.",0.8,True,cross-scale/human_data/rx22.csv,"The city reduced waste, but did not",eliminate, eliminate,it.,"The city reduced waste, but did not eliminate it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/reduce_eliminate.json,231,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
