prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
rx22__rx22_037__template_default__pretty_beautiful__no_frame,rx22,Ronai & Xiang (2022),rx22_037,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The girl is pretty, but not beautiful.",0.075,True,cross-scale/human_data/rx22.csv,The girl is pretty.,pretty,beautiful,The girl is, beautiful, ,.,The girl is ___.,The girl is beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_038__template_default__primarily_exclusively__no_frame,rx22,Ronai & Xiang (2022),rx22_038,primarily/exclusively,primarily,exclusively,primarily,exclusively,adv,default,"The residents are primarily Greek, but not exclusively.",0.775,True,cross-scale/human_data/rx22.csv,The residents are primarily Greek.,primarily,exclusively,The residents are, exclusively, , Greek.,The residents are ___ Greek.,The residents are exclusively Greek.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_039__template_default__probably_necessarily__no_frame,rx22,Ronai & Xiang (2022),rx22_039,probably/necessarily,probably,necessarily,probably,necessarily,adv,default,"A delay will probably occur, but not necessarily.",0.55,True,cross-scale/human_data/rx22.csv,A delay will probably occur.,probably,necessarily,A delay will, necessarily, , occur.,A delay will ___ occur.,A delay will necessarily occur.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_040__template_default__reduce_eliminate__no_frame,rx22,Ronai & Xiang (2022),rx22_040,reduce/eliminate,reduce,eliminate,reduce,eliminate,verb,default,"The city reduced waste, but did not eliminate it.",0.8,True,cross-scale/human_data/rx22.csv,The city reduced waste.,reduced,eliminated,The city, eliminated, , waste.,The city ___ waste.,The city eliminated waste.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_041__template_default__scared_petrified__no_frame,rx22,Ronai & Xiang (2022),rx22_041,scared/petrified,scared,petrified,scared,petrified,adj,default,"Stu's daughter was scared, but not petrified.",0.025,True,cross-scale/human_data/rx22.csv,Stu's daughter was scared.,scared,petrified,Stu's daughter was, petrified, ,.,Stu's daughter was ___.,Stu's daughter was petrified.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_042__template_default__serious_life-threatening__no_frame,rx22,Ronai & Xiang (2022),rx22_042,serious/life-threatening,serious,life-threatening,serious,life-threatening,adj,default,"Kaye's illness was serious, but not life-threatening.",0.075,True,cross-scale/human_data/rx22.csv,Kaye's illness was serious.,serious,life-threatening,Kaye's illness was, life-threatening, ,.,Kaye's illness was ___.,Kaye's illness was life-threatening.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_043__template_default__similar_identical__no_frame,rx22,Ronai & Xiang (2022),rx22_043,similar/identical,similar,identical,similar,identical,adj,default,"The two paintings are similar, but not identical.",0.725,True,cross-scale/human_data/rx22.csv,The two paintings are similar.,similar,identical,The two paintings are, identical, ,.,The two paintings are ___.,The two paintings are identical.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_044__template_default__slow_stop__no_frame,rx22,Ronai & Xiang (2022),rx22_044,slow/stop,slow,stop,slow,stop,verb,default,"The train slowed, but did not stop.",0.825,True,cross-scale/human_data/rx22.csv,The train slowed.,slowed,stopped,The train, stopped, ,.,The train ___.,The train stopped.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_045__template_default__small_tiny__no_frame,rx22,Ronai & Xiang (2022),rx22_045,small/tiny,small,tiny,small,tiny,adj,default,"The fish is small, but not tiny.",0.175,True,cross-scale/human_data/rx22.csv,The fish is small.,small,tiny,The fish is, tiny, ,.,The fish is ___.,The fish is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_046__template_default__snug_tight__no_frame,rx22,Ronai & Xiang (2022),rx22_046,snug/tight,snug,tight,snug,tight,adj,default,"The shirt is snug, but not tight.",0.1,True,cross-scale/human_data/rx22.csv,The shirt is snug.,snug,tight,The shirt is, tight, ,.,The shirt is ___.,The shirt is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_047__template_default__some_all__no_frame,rx22,Ronai & Xiang (2022),rx22_047,some/all,some,all,some,all,det,default,"Cecilia trusts some politicians, but not all.",0.925,False,cross-scale/human_data/rx22.csv,Cecilia trusts some politicians.,some,all,Cecilia trusts, all, , politicians.,Cecilia trusts ___ politicians.,Cecilia trusts all politicians.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_048__template_default__start_finish__no_frame,rx22,Ronai & Xiang (2022),rx22_048,start/finish,start,finish,start,finish,verb,default,"The runner started, but did not finish.",0.275,True,cross-scale/human_data/rx22.csv,The runner started.,started,finished,The runner, finished, ,.,The runner ___.,The runner finished.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_049__template_default__survive_thrive__no_frame,rx22,Ronai & Xiang (2022),rx22_049,survive/thrive,survive,thrive,survive,thrive,verb,default,"The plant survived, but did not thrive.",0.25,True,cross-scale/human_data/rx22.csv,The plant survived.,survived,thrived,The plant, thrived, ,.,The plant ___.,The plant thrived.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_050__template_default__tired_exhausted__no_frame,rx22,Ronai & Xiang (2022),rx22_050,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"The worker is tired, but not exhausted.",0.025,True,cross-scale/human_data/rx22.csv,The worker is tired.,tired,exhausted,The worker is, exhausted, ,.,The worker is ___.,The worker is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_051__template_default__tolerate_encourage__no_frame,rx22,Ronai & Xiang (2022),rx22_051,tolerate/encourage,tolerate,encourage,tolerate,encourage,verb,default,"Joey's parents tolerate dating, but do not encourage it.",0.65,True,cross-scale/human_data/rx22.csv,Joey's parents tolerate dating.,tolerate,encourage,Joey's parents, encourage, , dating.,Joey's parents ___ dating.,Joey's parents encourage dating.,weak_sentence_slot_from_first_clause,exact_surface,rx22_base,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_052__template_default__try_succeed__no_frame,rx22,Ronai & Xiang (2022),rx22_052,try/succeed,try,succeed,try,succeed,verb,default,"The candidate tried, but did not succeed.",0.775,True,cross-scale/human_data/rx22.csv,The candidate tried.,tried,succeeded,The candidate, succeeded, ,.,The candidate ___.,The candidate succeeded.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_053__template_default__ugly_hideous__no_frame,rx22,Ronai & Xiang (2022),rx22_053,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"The wallpaper is ugly, but not hideous.",0.05,True,cross-scale/human_data/rx22.csv,The wallpaper is ugly.,ugly,hideous,The wallpaper is, hideous, ,.,The wallpaper is ___.,The wallpaper is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_054__template_default__understandable_articulate__no_frame,rx22,Ronai & Xiang (2022),rx22_054,understandable/articulate,understandable,articulate,understandable,articulate,adj,default,"Tom's interview was understandable, but not articulate.",0.1,True,cross-scale/human_data/rx22.csv,Tom's interview was understandable.,understandable,articulate,Tom's interview was, articulate, ,.,Tom's interview was ___.,Tom's interview was articulate.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_055__template_default__unpleasant_disgusting__no_frame,rx22,Ronai & Xiang (2022),rx22_055,unpleasant/disgusting,unpleasant,disgusting,unpleasant,disgusting,adj,default,"Tim's bathroom was unpleasant, but not disgusting.",0.05,True,cross-scale/human_data/rx22.csv,Tim's bathroom was unpleasant.,unpleasant,disgusting,Tim's bathroom was, disgusting, ,.,Tim's bathroom was ___.,Tim's bathroom was disgusting.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_056__template_default__usually_always__no_frame,rx22,Ronai & Xiang (2022),rx22_056,usually/always,usually,always,usually,always,adv,default,"The lawyer is usually early, but not always.",0.65,True,cross-scale/human_data/rx22.csv,The lawyer is usually early.,usually,always,The lawyer is, always, , early.,The lawyer is ___ early.,The lawyer is always early.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_057__template_default__want_need__no_frame,rx22,Ronai & Xiang (2022),rx22_057,want/need,want,need,want,need,verb,default,"Phoebe wants a car, but does not need one.",0.15,True,cross-scale/human_data/rx22.csv,Phoebe wants a car.,wants,needs,Phoebe, needs, , a car.,Phoebe ___ a car.,Phoebe needs a car.,weak_sentence_slot_from_first_clause,morphology_match,rx22_third_person_singular,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_058__template_default__warm_hot__no_frame,rx22,Ronai & Xiang (2022),rx22_058,warm/hot,warm,hot,warm,hot,adj,default,"The wather is warm, but not hot.",0.4,True,cross-scale/human_data/rx22.csv,The wather is warm.,warm,hot,The wather is, hot, ,.,The wather is ___.,The wather is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_059__template_default__well_superbly__no_frame,rx22,Ronai & Xiang (2022),rx22_059,well/superbly,well,superbly,well,superbly,adv,default,"The rehearsal went well, but not superbly.",0.125,True,cross-scale/human_data/rx22.csv,The rehearsal went well.,well,superbly,The rehearsal went, superbly, ,.,The rehearsal went ___.,The rehearsal went superbly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_060__template_default__willing_eager__no_frame,rx22,Ronai & Xiang (2022),rx22_060,willing/eager,willing,eager,willing,eager,adj,default,"The waiter is willing, but not eager.",0.075,True,cross-scale/human_data/rx22.csv,The waiter is willing.,willing,eager,The waiter is, eager, ,.,The waiter is ___.,The waiter is eager.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template1__template_1__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template1,adequate/good,adequate,good,adequate,good,adj,1,"the food is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the food is adequate.,adequate,good,the food is, good, ,.,the food is ___.,the food is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template2__template_2__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template2,adequate/good,adequate,good,adequate,good,adj,2,"the salary is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the salary is adequate.,adequate,good,the salary is, good, ,.,the salary is ___.,the salary is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template3__template_3__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template3,adequate/good,adequate,good,adequate,good,adj,3,"the solution is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the solution is adequate.,adequate,good,the solution is, good, ,.,the solution is ___.,the solution is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template1__template_1__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template1,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,1,"copying is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,copying is allowed.,allowed,obligatory,copying is, obligatory, ,.,copying is ___.,copying is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template2__template_2__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template2,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,2,"drinking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,drinking is allowed.,allowed,obligatory,drinking is, obligatory, ,.,drinking is ___.,drinking is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template3__template_3__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template3,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,3,"talking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,talking is allowed.,allowed,obligatory,talking is, obligatory, ,.,talking is ___.,talking is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template1__template_1__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template1,attractive/stunning,attractive,stunning,attractive,stunning,adj,1,"that nurse is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,that nurse is attractive.,attractive,stunning,that nurse is, stunning, ,.,that nurse is ___.,that nurse is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template2__template_2__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template2,attractive/stunning,attractive,stunning,attractive,stunning,adj,2,"this model is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,this model is attractive.,attractive,stunning,this model is, stunning, ,.,this model is ___.,this model is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template3__template_3__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template3,attractive/stunning,attractive,stunning,attractive,stunning,adj,3,"the singer is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,the singer is attractive.,attractive,stunning,the singer is, stunning, ,.,the singer is ___.,the singer is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template1__template_1__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template1,believe/know,believe,know,believes,knows,verb,1,"the student believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the student believes it.,believes,knows,the student, knows, , it.,the student ___ it.,the student knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template2__template_2__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template2,believe/know,believe,know,believes,knows,verb,2,"the mother believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the mother believes it.,believes,knows,the mother, knows, , it.,the mother ___ it.,the mother knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template3__template_3__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template3,believe/know,believe,know,believes,knows,verb,3,"the teacher believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the teacher believes it.,believes,knows,the teacher, knows, , it.,the teacher ___ it.,the teacher knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template1__template_1__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template1,big/enormous,big,enormous,big,enormous,adj,1,"that elephant is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,that elephant is big.,big,enormous,that elephant is, enormous, ,.,that elephant is ___.,that elephant is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template2__template_2__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template2,big/enormous,big,enormous,big,enormous,adj,2,"the house is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,the house is big.,big,enormous,the house is, enormous, ,.,the house is ___.,the house is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template3__template_3__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template3,big/enormous,big,enormous,big,enormous,adj,3,"that tree is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,that tree is big.,big,enormous,that tree is, enormous, ,.,that tree is ___.,that tree is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template1__template_1__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template1,cheap/free,cheap,free,cheap,free,adj,1,"the water is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the water is cheap.,cheap,free,the water is, free, ,.,the water is ___.,the water is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template2__template_2__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template2,cheap/free,cheap,free,cheap,free,adj,2,"the electricity is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the electricity is cheap.,cheap,free,the electricity is, free, ,.,the electricity is ___.,the electricity is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template3__template_3__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template3,cheap/free,cheap,free,cheap,free,adj,3,"the food is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the food is cheap.,cheap,free,the food is, free, ,.,the food is ___.,the food is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template1__template_1__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template1,content/happy,content,happy,content,happy,adj,1,"this child is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,this child is content.,content,happy,this child is, happy, ,.,this child is ___.,this child is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template2__template_2__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template2,content/happy,content,happy,content,happy,adj,2,"the homemaker is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,the homemaker is content.,content,happy,the homemaker is, happy, ,.,the homemaker is ___.,the homemaker is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template3__template_3__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template3,content/happy,content,happy,content,happy,adj,3,"the musician is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,the musician is content.,content,happy,the musician is, happy, ,.,the musician is ___.,the musician is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template1__template_1__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template1,cool/cold,cool,cold,cool,cold,adj,1,"the air is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the air is cool.,cool,cold,the air is, cold, ,.,the air is ___.,the air is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template2__template_2__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template2,cool/cold,cool,cold,cool,cold,adj,2,"the weather is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the weather is cool.,cool,cold,the weather is, cold, ,.,the weather is ___.,the weather is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template3__template_3__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template3,cool/cold,cool,cold,cool,cold,adj,3,"the room is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the room is cool.,cool,cold,the room is, cold, ,.,the room is ___.,the room is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template1__template_1__dark_black__no_frame,vt16,van Tiel et al. (2016),vt16_009_template1,dark/black,dark,black,dark,black,adj,1,"that fabric is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,that fabric is dark.,dark,black,that fabric is, black, ,.,that fabric is ___.,that fabric is black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template2__template_2__dark_black__no_frame,vt16,van Tiel et al. (2016),vt16_009_template2,dark/black,dark,black,dark,black,adj,2,"the sky is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,the sky is dark.,dark,black,the sky is, black, ,.,the sky is ___.,the sky is black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template3__template_3__dark_black__no_frame,vt16,van Tiel et al. (2016),vt16_009_template3,dark/black,dark,black,dark,black,adj,3,"the shirt is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,the shirt is dark.,dark,black,the shirt is, black, ,.,the shirt is ___.,the shirt is black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
