experiment,source_file,source_row_index,item_id,condition,sub_experiment,weaker_lemma,weaker_surface,stronger_lemma,stronger_surface_guess,target_type,target_surface,prompt_text,context_text,moved_prompt_boundary_text,suffix_text,word_continuation_text,word_token_ids,word_tokens,word_token_logprobs,word_n_tokens,word_logprob,candidate_plus_suffix_text,candidate_plus_suffix_token_ids,candidate_plus_suffix_tokens,candidate_plus_suffix_token_logprobs,candidate_plus_suffix_n_tokens,candidate_plus_suffix_logprob,model_name,model_path,torch_dtype,device_map
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,99,50,Eweak,Weak QUD,tired,tired,exhausted,exhausted,stronger,exhausted,"Sue: Is the worker tired?
Mary: The worker is ","Sue: Is the worker tired?
Mary: The worker is", ,., exhausted,[37919],"[""Ġexhausted""]",[-3.4496140480041504],1,-3.4496140480, exhausted.,"[37919,13]","[""Ġexhausted"","".""]","[-3.4496140480041504,-2.2647814750671387]",2,-5.7143955231,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,100,50,Estrong,Strong QUD,tired,tired,exhausted,exhausted,weaker,tired,"Sue: Is the worker exhausted?
Mary: The worker is ","Sue: Is the worker exhausted?
Mary: The worker is", ,., tired,[19227],"[""Ġtired""]",[-2.5671982765197754],1,-2.5671982765, tired.,"[19227,13]","[""Ġtired"","".""]","[-2.5671982765197754,-2.7903904914855957]",2,-5.3575887680,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,100,50,Estrong,Strong QUD,tired,tired,exhausted,exhausted,stronger,exhausted,"Sue: Is the worker exhausted?
Mary: The worker is ","Sue: Is the worker exhausted?
Mary: The worker is", ,., exhausted,[37919],"[""Ġexhausted""]",[-1.254698395729065],1,-1.2546983957, exhausted.,"[37919,13]","[""Ġexhausted"","".""]","[-1.254698395729065,-2.3470425605773926]",2,-3.6017409563,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,101,51,Eweak,Weak QUD,tolerate,tolerate,encourage,encourage,weaker,tolerate,"Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents ","Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents", , dating., tolerate,[49034],"[""Ġtolerate""]",[-3.6969516277313232],1,-3.6969516277, tolerate dating.,"[49034,4924,13]","[""Ġtolerate"",""Ġdating"","".""]","[-3.7370893955230713,-1.2585227489471436,-2.4035398960113525]",3,-7.3991520405,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,101,51,Eweak,Weak QUD,tolerate,tolerate,encourage,encourage,stronger,encourage,"Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents ","Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents", , dating., encourage,[14907],"[""Ġencourage""]",[-7.259451866149902],1,-7.2594518661, encourage dating.,"[14907,4924,13]","[""Ġencourage"",""Ġdating"","".""]","[-7.299589157104492,-1.46632719039917,-2.0950980186462402]",3,-10.8610143661,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,102,51,Estrong,Strong QUD,tolerate,tolerate,encourage,encourage,weaker,tolerate,"Sue: Do Joey's parents encourage dating?
Mary: Joey's parents ","Sue: Do Joey's parents encourage dating?
Mary: Joey's parents", , dating., tolerate,[49034],"[""Ġtolerate""]",[-9.069847106933594],1,-9.0698471069, tolerate dating.,"[49034,4924,13]","[""Ġtolerate"",""Ġdating"","".""]","[-9.035414695739746,-1.173961877822876,-2.314422130584717]",3,-12.5237987041,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,102,51,Estrong,Strong QUD,tolerate,tolerate,encourage,encourage,stronger,encourage,"Sue: Do Joey's parents encourage dating?
Mary: Joey's parents ","Sue: Do Joey's parents encourage dating?
Mary: Joey's parents", , dating., encourage,[14907],"[""Ġencourage""]",[-2.757347345352173],1,-2.7573473454, encourage dating.,"[14907,4924,13]","[""Ġencourage"",""Ġdating"","".""]","[-2.754164695739746,-0.8373011350631714,-2.418166399002075]",3,-6.0096322298,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,103,52,Eweak,Weak QUD,try,tried,succeed,succeeded,weaker,tried,"Sue: Did the candidate try?
Mary: The candidate ","Sue: Did the candidate try?
Mary: The candidate", ,., tried,[6679],"[""Ġtried""]",[-1.760210394859314],1,-1.7602103949, tried.,"[6679,13]","[""Ġtried"","".""]","[-1.760210394859314,-2.8340020179748535]",2,-4.5942124128,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,103,52,Eweak,Weak QUD,try,tried,succeed,succeeded,stronger,succeeded,"Sue: Did the candidate try?
Mary: The candidate ","Sue: Did the candidate try?
Mary: The candidate", ,., succeeded,[25331],"[""Ġsucceeded""]",[-8.353960037231445],1,-8.3539600372, succeeded.,"[25331,13]","[""Ġsucceeded"","".""]","[-8.353960037231445,-2.8158535957336426]",2,-11.1698136330,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,104,52,Estrong,Strong QUD,try,tried,succeed,succeeded,weaker,tried,"Sue: Did the candidate succeed?
Mary: The candidate ","Sue: Did the candidate succeed?
Mary: The candidate", ,., tried,[6679],"[""Ġtried""]",[-5.848104476928711],1,-5.8481044769, tried.,"[6679,13]","[""Ġtried"","".""]","[-5.848104476928711,-4.308481216430664]",2,-10.1565856934,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,104,52,Estrong,Strong QUD,try,tried,succeed,succeeded,stronger,succeeded,"Sue: Did the candidate succeed?
Mary: The candidate ","Sue: Did the candidate succeed?
Mary: The candidate", ,., succeeded,[25331],"[""Ġsucceeded""]",[-3.066854238510132],1,-3.0668542385, succeeded.,"[25331,13]","[""Ġsucceeded"","".""]","[-3.066854238510132,-2.2716898918151855]",2,-5.3385441303,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,105,53,Eweak,Weak QUD,ugly,ugly,hideous,hideous,weaker,ugly,"Sue: Is the wallpaper ugly?
Mary: The wallpaper is ","Sue: Is the wallpaper ugly?
Mary: The wallpaper is", ,., ugly,[27261],"[""Ġugly""]",[-2.6252059936523438],1,-2.6252059937, ugly.,"[27261,13]","[""Ġugly"","".""]","[-2.6252059936523438,-2.481562614440918]",2,-5.1067686081,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,105,53,Eweak,Weak QUD,ugly,ugly,hideous,hideous,stronger,hideous,"Sue: Is the wallpaper ugly?
Mary: The wallpaper is ","Sue: Is the wallpaper ugly?
Mary: The wallpaper is", ,., hideous,"[10265,782]","[""Ġhide"",""ous""]","[-4.312705993652344,-0.00968259572982788]",2,-4.3223885894, hideous.,"[10265,782,13]","[""Ġhide"",""ous"","".""]","[-4.312705993652344,-0.00968259572982788,-2.325535297393799]",3,-6.6479238868,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,106,53,Estrong,Strong QUD,ugly,ugly,hideous,hideous,weaker,ugly,"Sue: Is the wallpaper hideous?
Mary: The wallpaper is ","Sue: Is the wallpaper hideous?
Mary: The wallpaper is", ,., ugly,[27261],"[""Ġugly""]",[-5.319759845733643],1,-5.3197598457, ugly.,"[27261,13]","[""Ġugly"","".""]","[-5.319759845733643,-2.463656187057495]",2,-7.7834160328,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,106,53,Estrong,Strong QUD,ugly,ugly,hideous,hideous,stronger,hideous,"Sue: Is the wallpaper hideous?
Mary: The wallpaper is ","Sue: Is the wallpaper hideous?
Mary: The wallpaper is", ,., hideous,"[10265,782]","[""Ġhide"",""ous""]","[-0.8197599649429321,-0.01070318091660738]",2,-0.8304631459, hideous.,"[10265,782,13]","[""Ġhide"",""ous"","".""]","[-0.7982879877090454,-0.01069952454417944,-2.151257276535034]",3,-2.9602447888,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,107,54,Eweak,Weak QUD,understandable,understandable,articulate,articulate,weaker,understandable,"Sue: Was Tom's interview understandable?
Mary: Tom's interview was ","Sue: Was Tom's interview understandable?
Mary: Tom's interview was", ,., understandable,[48739],"[""Ġunderstandable""]",[-3.1198019981384277],1,-3.1198019981, understandable.,"[48739,13]","[""Ġunderstandable"","".""]","[-3.1293015480041504,-2.426558494567871]",2,-5.5558600426,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,107,54,Eweak,Weak QUD,understandable,understandable,articulate,articulate,stronger,articulate,"Sue: Was Tom's interview understandable?
Mary: Tom's interview was ","Sue: Was Tom's interview understandable?
Mary: Tom's interview was", ,., articulate,[68218],"[""Ġarticulate""]",[-9.682302474975586],1,-9.6823024750, articulate.,"[68218,13]","[""Ġarticulate"","".""]","[-9.660551071166992,-3.0409622192382812]",2,-12.7015132904,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,108,54,Estrong,Strong QUD,understandable,understandable,articulate,articulate,weaker,understandable,"Sue: Was Tom's interview articulate?
Mary: Tom's interview was ","Sue: Was Tom's interview articulate?
Mary: Tom's interview was", ,., understandable,[48739],"[""Ġunderstandable""]",[-8.877070426940918],1,-8.8770704269, understandable.,"[48739,13]","[""Ġunderstandable"","".""]","[-8.839237213134766,-2.668311357498169]",2,-11.5075485706,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,108,54,Estrong,Strong QUD,understandable,understandable,articulate,articulate,stronger,articulate,"Sue: Was Tom's interview articulate?
Mary: Tom's interview was ","Sue: Was Tom's interview articulate?
Mary: Tom's interview was", ,., articulate,[68218],"[""Ġarticulate""]",[-2.939570426940918],1,-2.9395704269, articulate.,"[68218,13]","[""Ġarticulate"","".""]","[-2.8704874515533447,-2.5221755504608154]",2,-5.3926630020,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,109,55,Eweak,Weak QUD,unpleasant,unpleasant,disgusting,disgusting,weaker,unpleasant,"Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was", ,., unpleasant,[46889],"[""Ġunpleasant""]",[-3.720552444458008],1,-3.7205524445, unpleasant.,"[46889,13]","[""Ġunpleasant"","".""]","[-3.7142558097839355,-2.1958422660827637]",2,-5.9100980759,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,109,55,Eweak,Weak QUD,unpleasant,unpleasant,disgusting,disgusting,stronger,disgusting,"Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was", ,., disgusting,[53666],"[""Ġdisgusting""]",[-3.033052444458008],1,-3.0330524445, disgusting.,"[53666,13]","[""Ġdisgusting"","".""]","[-3.0267558097839355,-2.1541013717651367]",2,-5.1808571815,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,110,55,Estrong,Strong QUD,unpleasant,unpleasant,disgusting,disgusting,weaker,unpleasant,"Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was", ,., unpleasant,[46889],"[""Ġunpleasant""]",[-8.578319549560547],1,-8.5783195496, unpleasant.,"[46889,13]","[""Ġunpleasant"","".""]","[-8.540420532226562,-2.665604591369629]",2,-11.2060251236,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,110,55,Estrong,Strong QUD,unpleasant,unpleasant,disgusting,disgusting,stronger,disgusting,"Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was", ,., disgusting,[53666],"[""Ġdisgusting""]",[-1.2033194303512573],1,-1.2033194304, disgusting.,"[53666,13]","[""Ġdisgusting"","".""]","[-1.196670651435852,-2.403034210205078]",2,-3.5997048616,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,111,56,Eweak,Weak QUD,usually,usually,always,always,weaker,usually,"Sue: Is the lawyer usually early?
Mary: The lawyer is ","Sue: Is the lawyer usually early?
Mary: The lawyer is", , early., usually,[5990],"[""Ġusually""]",[-1.3190617561340332],1,-1.3190617561, usually early.,"[5990,4124,13]","[""Ġusually"",""Ġearly"","".""]","[-1.3489198684692383,-1.3254921436309814,-1.972718596458435]",3,-4.6471306086,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,111,56,Eweak,Weak QUD,usually,usually,always,always,stronger,always,"Sue: Is the lawyer usually early?
Mary: The lawyer is ","Sue: Is the lawyer usually early?
Mary: The lawyer is", , early., always,[2677],"[""Ġalways""]",[-1.3190617561340332],1,-1.3190617561, always early.,"[2677,4124,13]","[""Ġalways"",""Ġearly"","".""]","[-1.2864198684692383,-0.9231616854667664,-2.2000982761383057]",3,-4.4096798301,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,112,56,Estrong,Strong QUD,usually,usually,always,always,weaker,usually,"Sue: Is the lawyer always early?
Mary: The lawyer is ","Sue: Is the lawyer always early?
Mary: The lawyer is", , early., usually,[5990],"[""Ġusually""]",[-2.81223464012146],1,-2.8122346401, usually early.,"[5990,4124,13]","[""Ġusually"",""Ġearly"","".""]","[-2.838569402694702,-1.019174575805664,-2.068699359893799]",3,-5.9264433384,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,112,56,Estrong,Strong QUD,usually,usually,always,always,stronger,always,"Sue: Is the lawyer always early?
Mary: The lawyer is ","Sue: Is the lawyer always early?
Mary: The lawyer is", , early., always,[2677],"[""Ġalways""]",[-0.68723464012146],1,-0.6872346401, always early.,"[2677,4124,13]","[""Ġalways"",""Ġearly"","".""]","[-0.6510694026947021,-0.7796381711959839,-2.111929416656494]",3,-3.5426369905,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,113,57,Eweak,Weak QUD,want,wants,need,needs,weaker,wants,"Sue: Does Phoebe want a car?
Mary: Phoebe ","Sue: Does Phoebe want a car?
Mary: Phoebe", , a car., wants,[6801],"[""Ġwants""]",[-2.4665465354919434],1,-2.4665465355, wants a car.,"[6801,264,1803,13]","[""Ġwants"",""Ġa"",""Ġcar"","".""]","[-2.4723596572875977,-0.5697928667068481,-0.8838260769844055,-2.7266294956207275]",4,-6.6526080966,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,113,57,Eweak,Weak QUD,want,wants,need,needs,stronger,needs,"Sue: Does Phoebe want a car?
Mary: Phoebe ","Sue: Does Phoebe want a car?
Mary: Phoebe", , a car., needs,[3880],"[""Ġneeds""]",[-3.9040465354919434],1,-3.9040465355, needs a car.,"[3880,264,1803,13]","[""Ġneeds"",""Ġa"",""Ġcar"","".""]","[-3.8473596572875977,-0.4177514910697937,-0.18068161606788635,-2.3091394901275635]",4,-6.7549322546,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,114,57,Estrong,Strong QUD,want,wants,need,needs,weaker,wants,"Sue: Does Phoebe need a car?
Mary: Phoebe ","Sue: Does Phoebe need a car?
Mary: Phoebe", , a car., wants,[6801],"[""Ġwants""]",[-4.563755989074707],1,-4.5637559891, wants a car.,"[6801,264,1803,13]","[""Ġwants"",""Ġa"",""Ġcar"","".""]","[-4.608891487121582,-1.4876317977905273,-0.21697421371936798,-2.5987820625305176]",4,-8.9122795612,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,114,57,Estrong,Strong QUD,want,wants,need,needs,stronger,needs,"Sue: Does Phoebe need a car?
Mary: Phoebe ","Sue: Does Phoebe need a car?
Mary: Phoebe", , a car., needs,[3880],"[""Ġneeds""]",[-3.563755750656128],1,-3.5637557507, needs a car.,"[3880,264,1803,13]","[""Ġneeds"",""Ġa"",""Ġcar"","".""]","[-3.546391725540161,-0.36875420808792114,-0.36980515718460083,-2.713120937347412]",4,-6.9980720282,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,115,58,Eweak,Weak QUD,warm,warm,hot,hot,weaker,warm,"Sue: Is the wather warm?
Mary: The wather is ","Sue: Is the wather warm?
Mary: The wather is", ,., warm,[8205],"[""Ġwarm""]",[-1.2152690887451172],1,-1.2152690887, warm.,"[8205,13]","[""Ġwarm"","".""]","[-1.2190096378326416,-2.594010353088379]",2,-3.8130199909,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,115,58,Eweak,Weak QUD,warm,warm,hot,hot,stronger,hot,"Sue: Is the wather warm?
Mary: The wather is ","Sue: Is the wather warm?
Mary: The wather is", ,., hot,[4017],"[""Ġhot""]",[-2.965269088745117],1,-2.9652690887, hot.,"[4017,13]","[""Ġhot"","".""]","[-2.9065096378326416,-2.632845878601074]",2,-5.5393555164,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,116,58,Estrong,Strong QUD,warm,warm,hot,hot,weaker,warm,"Sue: Is the wather hot?
Mary: The wather is ","Sue: Is the wather hot?
Mary: The wather is", ,., warm,[8205],"[""Ġwarm""]",[-2.8894381523132324],1,-2.8894381523, warm.,"[8205,13]","[""Ġwarm"","".""]","[-2.893670082092285,-2.5671138763427734]",2,-5.4607839584,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,116,58,Estrong,Strong QUD,warm,warm,hot,hot,stronger,hot,"Sue: Is the wather hot?
Mary: The wather is ","Sue: Is the wather hot?
Mary: The wather is", ,., hot,[4017],"[""Ġhot""]",[-1.3269381523132324],1,-1.3269381523, hot.,"[4017,13]","[""Ġhot"","".""]","[-1.3311702013015747,-2.568455934524536]",2,-3.8996261358,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,117,59,Eweak,Weak QUD,well,well,superbly,superbly,weaker,well,"Sue: Did the rehearsal go well?
Mary: The rehearsal went ","Sue: Did the rehearsal go well?
Mary: The rehearsal went", ,., well,[1632],"[""Ġwell""]",[-1.0456362962722778],1,-1.0456362963, well.,"[1632,13]","[""Ġwell"","".""]","[-1.0456362962722778,-1.6398184299468994]",2,-2.6854547262,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,117,59,Eweak,Weak QUD,well,well,superbly,superbly,stronger,superbly,"Sue: Did the rehearsal go well?
Mary: The rehearsal went ","Sue: Did the rehearsal go well?
Mary: The rehearsal went", ,., superbly,"[32589,398]","[""Ġsuperb"",""ly""]","[-7.108136177062988,-0.2866269052028656]",2,-7.3947630823, superbly.,"[32589,398,13]","[""Ġsuperb"",""ly"","".""]","[-7.150547027587891,-0.30154240131378174,-2.0629796981811523]",3,-9.5150691271,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,118,59,Estrong,Strong QUD,well,well,superbly,superbly,weaker,well,"Sue: Did the rehearsal go superbly?
Mary: The rehearsal went ","Sue: Did the rehearsal go superbly?
Mary: The rehearsal went", ,., well,[1632],"[""Ġwell""]",[-2.120896577835083],1,-2.1208965778, well.,"[1632,13]","[""Ġwell"","".""]","[-2.1341183185577393,-1.708787441253662]",2,-3.8429057598,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,118,59,Estrong,Strong QUD,well,well,superbly,superbly,stronger,superbly,"Sue: Did the rehearsal go superbly?
Mary: The rehearsal went ","Sue: Did the rehearsal go superbly?
Mary: The rehearsal went", ,., superbly,"[32589,398]","[""Ġsuperb"",""ly""]","[-2.3216183185577393,-0.08683403581380844]",2,-2.4084523544, superbly.,"[32589,398,13]","[""Ġsuperb"",""ly"","".""]","[-2.366469383239746,-0.08762992918491364,-2.0059385299682617]",3,-4.4600378424,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,119,60,Eweak,Weak QUD,willing,willing,eager,eager,weaker,willing,"Sue: Is the waiter willing?
Mary: The waiter is ","Sue: Is the waiter willing?
Mary: The waiter is", ,., willing,[9831],"[""Ġwilling""]",[-0.8283404111862183],1,-0.8283404112, willing.,"[9831,13]","[""Ġwilling"","".""]","[-0.8283404111862183,-2.2884912490844727]",2,-3.1168316603,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,119,60,Eweak,Weak QUD,willing,willing,eager,eager,stronger,eager,"Sue: Is the waiter willing?
Mary: The waiter is ","Sue: Is the waiter willing?
Mary: The waiter is", ,., eager,[23541],"[""Ġeager""]",[-5.859590530395508],1,-5.8595905304, eager.,"[23541,13]","[""Ġeager"","".""]","[-5.859590530395508,-3.939387559890747]",2,-9.7989780903,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
