prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
rx22__rx22_037__template_default__pretty_beautiful,rx22,Ronai & Xiang (2022),rx22_037,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The girl is pretty, but not beautiful.",0.075,True,cross-scale/human_data/rx22.csv,"The girl is pretty, but not",beautiful, beautiful,.,"The girl is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/pretty_beautiful.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-1.5184409618377686],1,-1.5184409618,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_038__template_default__primarily_exclusively,rx22,Ronai & Xiang (2022),rx22_038,primarily/exclusively,primarily,exclusively,primarily,exclusively,adv,default,"The residents are primarily Greek, but not exclusively.",0.775,True,cross-scale/human_data/rx22.csv,"The residents are primarily Greek, but not",exclusively, exclusively,.,"The residents are primarily Greek, but not exclusively.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/primarily_exclusively.json,963,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[23242],"[""Ġexclusively""]",[-1.6308650970458984],1,-1.6308650970,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_039__template_default__probably_necessarily,rx22,Ronai & Xiang (2022),rx22_039,probably/necessarily,probably,necessarily,probably,necessarily,adv,default,"A delay will probably occur, but not necessarily.",0.55,True,cross-scale/human_data/rx22.csv,"A delay will probably occur, but not",necessarily, necessarily,.,"A delay will probably occur, but not necessarily.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/probably_necessarily.json,80,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[14312],"[""Ġnecessarily""]",[-2.2103896141052246],1,-2.2103896141,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_040__template_default__reduce_eliminate,rx22,Ronai & Xiang (2022),rx22_040,reduce/eliminate,reduce,eliminate,reduce,eliminate,verb,default,"The city reduced waste, but did not eliminate it.",0.8,True,cross-scale/human_data/rx22.csv,"The city reduced waste, but did not",eliminate, eliminate,it.,"The city reduced waste, but did not eliminate it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/reduce_eliminate.json,231,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[21725],"[""Ġeliminate""]",[-4.689589500427246],1,-4.6895895004,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_041__template_default__scared_petrified,rx22,Ronai & Xiang (2022),rx22_041,scared/petrified,scared,petrified,scared,petrified,adj,default,"Stu's daughter was scared, but not petrified.",0.025,True,cross-scale/human_data/rx22.csv,"Stu's daughter was scared, but not",petrified, petrified,.,"Stu's daughter was scared, but not petrified.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/scared_petrified.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6753,81,1870]","[""Ġpet"",""r"",""ified""]","[-6.378115653991699,-0.0016107691917568445,-0.003269447945058346]",3,-6.3829958711,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_042__template_default__serious_life-threatening,rx22,Ronai & Xiang (2022),rx22_042,serious/life-threatening,serious,life-threatening,serious,life-threatening,adj,default,"Kaye's illness was serious, but not life-threatening.",0.075,True,cross-scale/human_data/rx22.csv,"Kaye's illness was serious, but not",life-threatening, life-threatening,.,"Kaye's illness was serious, but not life-threatening.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/serious_life-threatening.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[2272,61899]","[""Ġlife"",""-threatening""]","[-2.028517484664917,-0.41019028425216675]",2,-2.4387077689,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_043__template_default__similar_identical,rx22,Ronai & Xiang (2022),rx22_043,similar/identical,similar,identical,similar,identical,adj,default,"The two paintings are similar, but not identical.",0.725,True,cross-scale/human_data/rx22.csv,"The two paintings are similar, but not",identical, identical,.,"The two paintings are similar, but not identical.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/similar_identical.json,289,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19516],"[""Ġidentical""]",[-1.6062606573104858],1,-1.6062606573,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_044__template_default__slow_stop,rx22,Ronai & Xiang (2022),rx22_044,slow/stop,slow,stop,slow,stop,verb,default,"The train slowed, but did not stop.",0.825,True,cross-scale/human_data/rx22.csv,"The train slowed, but did not",stop, stop,.,"The train slowed, but did not stop.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/slow_stop.json,232,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[2936],"[""Ġstop""]",[-0.14988179504871368],1,-0.1498817950,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_045__template_default__small_tiny,rx22,Ronai & Xiang (2022),rx22_045,small/tiny,small,tiny,small,tiny,adj,default,"The fish is small, but not tiny.",0.175,True,cross-scale/human_data/rx22.csv,"The fish is small, but not",tiny, tiny,.,"The fish is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/small_tiny.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-2.926146984100342],1,-2.9261469841,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_046__template_default__snug_tight,rx22,Ronai & Xiang (2022),rx22_046,snug/tight,snug,tight,snug,tight,adj,default,"The shirt is snug, but not tight.",0.1,True,cross-scale/human_data/rx22.csv,"The shirt is snug, but not",tight, tight,.,"The shirt is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/snug_tight.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-1.7018983364105225],1,-1.7018983364,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_047__template_default__some_all,rx22,Ronai & Xiang (2022),rx22_047,some/all,some,all,some,all,det,default,"Cecilia trusts some politicians, but not all.",0.925,False,cross-scale/human_data/rx22.csv,"Cecilia trusts some politicians, but not",all, all,.,"Cecilia trusts some politicians, but not all.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[678],"[""Ġall""]",[-3.4747281074523926],1,-3.4747281075,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_048__template_default__start_finish,rx22,Ronai & Xiang (2022),rx22_048,start/finish,start,finish,start,finish,verb,default,"The runner started, but did not finish.",0.275,True,cross-scale/human_data/rx22.csv,"The runner started, but did not",finish, finish,.,"The runner started, but did not finish.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/start_finish.json,233,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6248],"[""Ġfinish""]",[-1.110500454902649],1,-1.1105004549,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_049__template_default__survive_thrive,rx22,Ronai & Xiang (2022),rx22_049,survive/thrive,survive,thrive,survive,thrive,verb,default,"The plant survived, but did not thrive.",0.25,True,cross-scale/human_data/rx22.csv,"The plant survived, but did not",thrive, thrive,.,"The plant survived, but did not thrive.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/survive_thrive.json,234,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[40872],"[""Ġthrive""]",[-1.443310260772705],1,-1.4433102608,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_050__template_default__tired_exhausted,rx22,Ronai & Xiang (2022),rx22_050,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"The worker is tired, but not exhausted.",0.025,True,cross-scale/human_data/rx22.csv,"The worker is tired, but not",exhausted, exhausted,.,"The worker is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/tired_exhausted.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-3.8075110912323],1,-3.8075110912,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_051__template_default__tolerate_encourage,rx22,Ronai & Xiang (2022),rx22_051,tolerate/encourage,tolerate,encourage,tolerate,encourage,verb,default,"Joey's parents tolerate dating, but do not encourage it.",0.65,True,cross-scale/human_data/rx22.csv,"Joey's parents tolerate dating, but do not",encourage, encourage,it.,"Joey's parents tolerate dating, but do not encourage it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/tolerate_encourage.json,235,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[14907],"[""Ġencourage""]",[-1.6824673414230347],1,-1.6824673414,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_052__template_default__try_succeed,rx22,Ronai & Xiang (2022),rx22_052,try/succeed,try,succeed,try,succeed,verb,default,"The candidate tried, but did not succeed.",0.775,True,cross-scale/human_data/rx22.csv,"The candidate tried, but did not",succeed, succeed,.,"The candidate tried, but did not succeed.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/try_succeed.json,38,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11996],"[""Ġsucceed""]",[-0.8041863441467285],1,-0.8041863441,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_053__template_default__ugly_hideous,rx22,Ronai & Xiang (2022),rx22_053,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"The wallpaper is ugly, but not hideous.",0.05,True,cross-scale/human_data/rx22.csv,"The wallpaper is ugly, but not",hideous, hideous,.,"The wallpaper is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-3.3221235275268555,-0.0859207883477211]",2,-3.4080443159,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_054__template_default__understandable_articulate,rx22,Ronai & Xiang (2022),rx22_054,understandable/articulate,understandable,articulate,understandable,articulate,adj,default,"Tom's interview was understandable, but not articulate.",0.1,True,cross-scale/human_data/rx22.csv,"Tom's interview was understandable, but not",articulate, articulate,.,"Tom's interview was understandable, but not articulate.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/understandable_articulate.json,1020,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[68218],"[""Ġarticulate""]",[-8.580410957336426],1,-8.5804109573,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_055__template_default__unpleasant_disgusting,rx22,Ronai & Xiang (2022),rx22_055,unpleasant/disgusting,unpleasant,disgusting,unpleasant,disgusting,adj,default,"Tim's bathroom was unpleasant, but not disgusting.",0.05,True,cross-scale/human_data/rx22.csv,"Tim's bathroom was unpleasant, but not",disgusting, disgusting,.,"Tim's bathroom was unpleasant, but not disgusting.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/unpleasant_disgusting.json,1021,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[53666],"[""Ġdisgusting""]",[-3.239666223526001],1,-3.2396662235,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_056__template_default__usually_always,rx22,Ronai & Xiang (2022),rx22_056,usually/always,usually,always,usually,always,adv,default,"The lawyer is usually early, but not always.",0.65,True,cross-scale/human_data/rx22.csv,"The lawyer is usually early, but not",always, always,.,"The lawyer is usually early, but not always.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/usually_always.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[2677],"[""Ġalways""]",[-0.9386058449745178],1,-0.9386058450,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_057__template_default__want_need,rx22,Ronai & Xiang (2022),rx22_057,want/need,want,need,want,need,verb,default,"Phoebe wants a car, but does not need one.",0.15,True,cross-scale/human_data/rx22.csv,"Phoebe wants a car, but does not",need, need,one.,"Phoebe wants a car, but does not need one.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/want_need.json,236,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1184],"[""Ġneed""]",[-5.452601432800293],1,-5.4526014328,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_058__template_default__warm_hot,rx22,Ronai & Xiang (2022),rx22_058,warm/hot,warm,hot,warm,hot,adj,default,"The wather is warm, but not hot.",0.4,True,cross-scale/human_data/rx22.csv,"The wather is warm, but not",hot, hot,.,"The wather is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-1.678326964378357],1,-1.6783269644,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_059__template_default__well_superbly,rx22,Ronai & Xiang (2022),rx22_059,well/superbly,well,superbly,well,superbly,adv,default,"The rehearsal went well, but not superbly.",0.125,True,cross-scale/human_data/rx22.csv,"The rehearsal went well, but not",superbly, superbly,.,"The rehearsal went well, but not superbly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/well_superbly.json,964,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[32589,398]","[""Ġsuperb"",""ly""]","[-7.868058204650879,-0.4385491907596588]",2,-8.3066073954,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_060__template_default__willing_eager,rx22,Ronai & Xiang (2022),rx22_060,willing/eager,willing,eager,willing,eager,adj,default,"The waiter is willing, but not eager.",0.075,True,cross-scale/human_data/rx22.csv,"The waiter is willing, but not",eager, eager,.,"The waiter is willing, but not eager.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/willing_eager.json,1022,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[23541],"[""Ġeager""]",[-3.6267025470733643],1,-3.6267025471,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template1__template_1__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template1,adequate/good,adequate,good,adequate,good,adj,1,"the food is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The food is adequate, but not",good, good,.,"The food is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-3.4657721519470215],1,-3.4657721519,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template2__template_2__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template2,adequate/good,adequate,good,adequate,good,adj,2,"the salary is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The salary is adequate, but not",good, good,.,"The salary is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-3.7369461059570312],1,-3.7369461060,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template3__template_3__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template3,adequate/good,adequate,good,adequate,good,adj,3,"the solution is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The solution is adequate, but not",good, good,.,"The solution is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-4.3239030838012695],1,-4.3239030838,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_002_template1__template_1__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template1,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,1,"copying is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Copying is allowed, but not",obligatory, obligatory,.,"Copying is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-7.976271629333496],1,-7.9762716293,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_002_template2__template_2__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template2,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,2,"drinking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Drinking is allowed, but not",obligatory, obligatory,.,"Drinking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-6.476670265197754],1,-6.4766702652,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_002_template3__template_3__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template3,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,3,"talking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Talking is allowed, but not",obligatory, obligatory,.,"Talking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-6.648413181304932],1,-6.6484131813,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_003_template1__template_1__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template1,attractive/stunning,attractive,stunning,attractive,stunning,adj,1,"that nurse is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"That nurse is attractive, but not",stunning, stunning,.,"That nurse is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-7.394138336181641],1,-7.3941383362,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
