prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
rx22__rx22_035__template_default__polished_impeccable__no_frame,rx22,Ronai & Xiang (2022),rx22_035,polished/impeccable,polished,impeccable,polished,impeccable,adj,default,"Ann's speech was polished, but not impeccable.",0.05,True,cross-scale/human_data/rx22.csv,Ann's speech was polished.,polished,impeccable,Ann's speech was, impeccable, ,.,Ann's speech was ___.,Ann's speech was impeccable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[88546],"[""Ġimpeccable""]",[-9.91603946685791],1,-9.9160394669,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_036__template_default__possible_certain__no_frame,rx22,Ronai & Xiang (2022),rx22_036,possible/certain,possible,certain,possible,certain,adj,default,"Success is possible, but not certain.",0.825,True,cross-scale/human_data/rx22.csv,Success is possible.,possible,certain,Success is, certain, ,.,Success is ___.,Success is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-8.073189735412598],1,-8.0731897354,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_037__template_default__pretty_beautiful__no_frame,rx22,Ronai & Xiang (2022),rx22_037,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The girl is pretty, but not beautiful.",0.075,True,cross-scale/human_data/rx22.csv,The girl is pretty.,pretty,beautiful,The girl is, beautiful, ,.,The girl is ___.,The girl is beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-5.775578498840332],1,-5.7755784988,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_038__template_default__primarily_exclusively__no_frame,rx22,Ronai & Xiang (2022),rx22_038,primarily/exclusively,primarily,exclusively,primarily,exclusively,adv,default,"The residents are primarily Greek, but not exclusively.",0.775,True,cross-scale/human_data/rx22.csv,The residents are primarily Greek.,primarily,exclusively,The residents are, exclusively, , Greek.,The residents are ___ Greek.,The residents are exclusively Greek.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[23242],"[""Ġexclusively""]",[-9.35362434387207],1,-9.3536243439,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_039__template_default__probably_necessarily__no_frame,rx22,Ronai & Xiang (2022),rx22_039,probably/necessarily,probably,necessarily,probably,necessarily,adv,default,"A delay will probably occur, but not necessarily.",0.55,True,cross-scale/human_data/rx22.csv,A delay will probably occur.,probably,necessarily,A delay will, necessarily, , occur.,A delay will ___ occur.,A delay will necessarily occur.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[14312],"[""Ġnecessarily""]",[-9.08970832824707],1,-9.0897083282,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_040__template_default__reduce_eliminate__no_frame,rx22,Ronai & Xiang (2022),rx22_040,reduce/eliminate,reduce,eliminate,reduce,eliminate,verb,default,"The city reduced waste, but did not eliminate it.",0.8,True,cross-scale/human_data/rx22.csv,The city reduced waste.,reduced,eliminated,The city, eliminated, , waste.,The city ___ waste.,The city eliminated waste.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[33273],"[""Ġeliminated""]",[-11.63713550567627],1,-11.6371355057,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_041__template_default__scared_petrified__no_frame,rx22,Ronai & Xiang (2022),rx22_041,scared/petrified,scared,petrified,scared,petrified,adj,default,"Stu's daughter was scared, but not petrified.",0.025,True,cross-scale/human_data/rx22.csv,Stu's daughter was scared.,scared,petrified,Stu's daughter was, petrified, ,.,Stu's daughter was ___.,Stu's daughter was petrified.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6753,81,1870]","[""Ġpet"",""r"",""ified""]","[-10.526606559753418,-1.047974705696106,-0.004269651137292385]",3,-11.5788509166,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_042__template_default__serious_life-threatening__no_frame,rx22,Ronai & Xiang (2022),rx22_042,serious/life-threatening,serious,life-threatening,serious,life-threatening,adj,default,"Kaye's illness was serious, but not life-threatening.",0.075,True,cross-scale/human_data/rx22.csv,Kaye's illness was serious.,serious,life-threatening,Kaye's illness was, life-threatening, ,.,Kaye's illness was ___.,Kaye's illness was life-threatening.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[2272,61899]","[""Ġlife"",""-threatening""]","[-5.936814308166504,-0.6442445516586304]",2,-6.5810588598,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_043__template_default__similar_identical__no_frame,rx22,Ronai & Xiang (2022),rx22_043,similar/identical,similar,identical,similar,identical,adj,default,"The two paintings are similar, but not identical.",0.725,True,cross-scale/human_data/rx22.csv,The two paintings are similar.,similar,identical,The two paintings are, identical, ,.,The two paintings are ___.,The two paintings are identical.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19516],"[""Ġidentical""]",[-4.394632339477539],1,-4.3946323395,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_044__template_default__slow_stop__no_frame,rx22,Ronai & Xiang (2022),rx22_044,slow/stop,slow,stop,slow,stop,verb,default,"The train slowed, but did not stop.",0.825,True,cross-scale/human_data/rx22.csv,The train slowed.,slowed,stopped,The train, stopped, ,.,The train ___.,The train stopped.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[10497],"[""Ġstopped""]",[-5.592038631439209],1,-5.5920386314,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_045__template_default__small_tiny__no_frame,rx22,Ronai & Xiang (2022),rx22_045,small/tiny,small,tiny,small,tiny,adj,default,"The fish is small, but not tiny.",0.175,True,cross-scale/human_data/rx22.csv,The fish is small.,small,tiny,The fish is, tiny, ,.,The fish is ___.,The fish is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-8.8120756149292],1,-8.8120756149,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_046__template_default__snug_tight__no_frame,rx22,Ronai & Xiang (2022),rx22_046,snug/tight,snug,tight,snug,tight,adj,default,"The shirt is snug, but not tight.",0.1,True,cross-scale/human_data/rx22.csv,The shirt is snug.,snug,tight,The shirt is, tight, ,.,The shirt is ___.,The shirt is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-7.186467170715332],1,-7.1864671707,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_047__template_default__some_all__no_frame,rx22,Ronai & Xiang (2022),rx22_047,some/all,some,all,some,all,det,default,"Cecilia trusts some politicians, but not all.",0.925,False,cross-scale/human_data/rx22.csv,Cecilia trusts some politicians.,some,all,Cecilia trusts, all, , politicians.,Cecilia trusts ___ politicians.,Cecilia trusts all politicians.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[678],"[""Ġall""]",[-5.856171607971191],1,-5.8561716080,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_048__template_default__start_finish__no_frame,rx22,Ronai & Xiang (2022),rx22_048,start/finish,start,finish,start,finish,verb,default,"The runner started, but did not finish.",0.275,True,cross-scale/human_data/rx22.csv,The runner started.,started,finished,The runner, finished, ,.,The runner ___.,The runner finished.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[8060],"[""Ġfinished""]",[-5.100481033325195],1,-5.1004810333,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_049__template_default__survive_thrive__no_frame,rx22,Ronai & Xiang (2022),rx22_049,survive/thrive,survive,thrive,survive,thrive,verb,default,"The plant survived, but did not thrive.",0.25,True,cross-scale/human_data/rx22.csv,The plant survived.,survived,thrived,The plant, thrived, ,.,The plant ___.,The plant thrived.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[8807,2221]","[""Ġthr"",""ived""]","[-8.872639656066895,-3.531996011734009]",2,-12.4046356678,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_050__template_default__tired_exhausted__no_frame,rx22,Ronai & Xiang (2022),rx22_050,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"The worker is tired, but not exhausted.",0.025,True,cross-scale/human_data/rx22.csv,The worker is tired.,tired,exhausted,The worker is, exhausted, ,.,The worker is ___.,The worker is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-9.166159629821777],1,-9.1661596298,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_051__template_default__tolerate_encourage__no_frame,rx22,Ronai & Xiang (2022),rx22_051,tolerate/encourage,tolerate,encourage,tolerate,encourage,verb,default,"Joey's parents tolerate dating, but do not encourage it.",0.65,True,cross-scale/human_data/rx22.csv,Joey's parents tolerate dating.,tolerate,encourage,Joey's parents, encourage, , dating.,Joey's parents ___ dating.,Joey's parents encourage dating.,weak_sentence_slot_from_first_clause,exact_surface,rx22_base,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[14907],"[""Ġencourage""]",[-8.900260925292969],1,-8.9002609253,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_052__template_default__try_succeed__no_frame,rx22,Ronai & Xiang (2022),rx22_052,try/succeed,try,succeed,try,succeed,verb,default,"The candidate tried, but did not succeed.",0.775,True,cross-scale/human_data/rx22.csv,The candidate tried.,tried,succeeded,The candidate, succeeded, ,.,The candidate ___.,The candidate succeeded.,weak_sentence_slot_from_first_clause,morphology_match,rx22_past_tense,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[25331],"[""Ġsucceeded""]",[-11.18246078491211],1,-11.1824607849,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_053__template_default__ugly_hideous__no_frame,rx22,Ronai & Xiang (2022),rx22_053,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"The wallpaper is ugly, but not hideous.",0.05,True,cross-scale/human_data/rx22.csv,The wallpaper is ugly.,ugly,hideous,The wallpaper is, hideous, ,.,The wallpaper is ___.,The wallpaper is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-10.283236503601074,-0.12626023590564728]",2,-10.4094967395,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_054__template_default__understandable_articulate__no_frame,rx22,Ronai & Xiang (2022),rx22_054,understandable/articulate,understandable,articulate,understandable,articulate,adj,default,"Tom's interview was understandable, but not articulate.",0.1,True,cross-scale/human_data/rx22.csv,Tom's interview was understandable.,understandable,articulate,Tom's interview was, articulate, ,.,Tom's interview was ___.,Tom's interview was articulate.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[68218],"[""Ġarticulate""]",[-14.611607551574707],1,-14.6116075516,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_055__template_default__unpleasant_disgusting__no_frame,rx22,Ronai & Xiang (2022),rx22_055,unpleasant/disgusting,unpleasant,disgusting,unpleasant,disgusting,adj,default,"Tim's bathroom was unpleasant, but not disgusting.",0.05,True,cross-scale/human_data/rx22.csv,Tim's bathroom was unpleasant.,unpleasant,disgusting,Tim's bathroom was, disgusting, ,.,Tim's bathroom was ___.,Tim's bathroom was disgusting.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[53666],"[""Ġdisgusting""]",[-7.540712356567383],1,-7.5407123566,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_056__template_default__usually_always__no_frame,rx22,Ronai & Xiang (2022),rx22_056,usually/always,usually,always,usually,always,adv,default,"The lawyer is usually early, but not always.",0.65,True,cross-scale/human_data/rx22.csv,The lawyer is usually early.,usually,always,The lawyer is, always, , early.,The lawyer is ___ early.,The lawyer is always early.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2677],"[""Ġalways""]",[-5.191031455993652],1,-5.1910314560,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_057__template_default__want_need__no_frame,rx22,Ronai & Xiang (2022),rx22_057,want/need,want,need,want,need,verb,default,"Phoebe wants a car, but does not need one.",0.15,True,cross-scale/human_data/rx22.csv,Phoebe wants a car.,wants,needs,Phoebe, needs, , a car.,Phoebe ___ a car.,Phoebe needs a car.,weak_sentence_slot_from_first_clause,morphology_match,rx22_third_person_singular,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3880],"[""Ġneeds""]",[-7.070445537567139],1,-7.0704455376,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_058__template_default__warm_hot__no_frame,rx22,Ronai & Xiang (2022),rx22_058,warm/hot,warm,hot,warm,hot,adj,default,"The wather is warm, but not hot.",0.4,True,cross-scale/human_data/rx22.csv,The wather is warm.,warm,hot,The wather is, hot, ,.,The wather is ___.,The wather is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-2.964477062225342],1,-2.9644770622,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_059__template_default__well_superbly__no_frame,rx22,Ronai & Xiang (2022),rx22_059,well/superbly,well,superbly,well,superbly,adv,default,"The rehearsal went well, but not superbly.",0.125,True,cross-scale/human_data/rx22.csv,The rehearsal went well.,well,superbly,The rehearsal went, superbly, ,.,The rehearsal went ___.,The rehearsal went superbly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[32589,398]","[""Ġsuperb"",""ly""]","[-7.846229553222656,-0.04124724119901657]",2,-7.8874767944,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_060__template_default__willing_eager__no_frame,rx22,Ronai & Xiang (2022),rx22_060,willing/eager,willing,eager,willing,eager,adj,default,"The waiter is willing, but not eager.",0.075,True,cross-scale/human_data/rx22.csv,The waiter is willing.,willing,eager,The waiter is, eager, ,.,The waiter is ___.,The waiter is eager.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[23541],"[""Ġeager""]",[-7.230932712554932],1,-7.2309327126,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template1__template_1__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template1,adequate/good,adequate,good,adequate,good,adj,1,"the food is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the food is adequate.,adequate,good,the food is, good, ,.,the food is ___.,the food is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-2.092874765396118],1,-2.0928747654,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template2__template_2__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template2,adequate/good,adequate,good,adequate,good,adj,2,"the salary is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the salary is adequate.,adequate,good,the salary is, good, ,.,the salary is ___.,the salary is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-3.620391845703125],1,-3.6203918457,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_001_template3__template_3__adequate_good__no_frame,vt16,van Tiel et al. (2016),vt16_001_template3,adequate/good,adequate,good,adequate,good,adj,3,"the solution is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,the solution is adequate.,adequate,good,the solution is, good, ,.,the solution is ___.,the solution is good.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1661],"[""Ġgood""]",[-7.076059818267822],1,-7.0760598183,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_002_template1__template_1__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template1,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,1,"copying is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,copying is allowed.,allowed,obligatory,copying is, obligatory, ,.,copying is ___.,copying is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-10.282734870910645],1,-10.2827348709,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
