dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,human_si_rate_original,human_si_rate_source_column,source_file,has_hu_test_suite,notes
vt16,van Tiel et al. (2016),vt16_025_template2,palatable/delicious,palatable,delicious,palatable,delicious,adj,2,"that wine is palatable, but not delicious.",0.61,61.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_025_template3,palatable/delicious,palatable,delicious,palatable,delicious,adj,3,"the dessert is palatable, but not delicious.",0.61,61.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_026_template1,participate/win,participate,win,participated,won,verb,1,"the freshman participated, but did not win.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_026_template2,participate/win,participate,win,participated,won,verb,2,"the runner participated, but did not win.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_026_template3,participate/win,participate,win,participated,won,verb,3,"the skier participated, but did not win.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_027_template1,possible/certain,possible,certain,possible,certain,adj,1,"happiness is possible, but not certain.",0.93,93.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_027_template2,possible/certain,possible,certain,possible,certain,adj,2,"failing is possible, but not certain.",0.93,93.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_027_template3,possible/certain,possible,certain,possible,certain,adj,3,"success is possible, but not certain.",0.93,93.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_028_template1,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,1,"this model is pretty, but not beautiful.",0.11,11.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_028_template2,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,2,"that lady is pretty, but not beautiful.",0.11,11.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_028_template3,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,3,"the girl is pretty, but not beautiful.",0.11,11.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_029_template1,rare/extinct,rare,extinct,rare,extinct,adj,1,"that plant is rare, but not extinct.",0.79,79.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_029_template2,rare/extinct,rare,extinct,rare,extinct,adj,2,"this bird is rare, but not extinct.",0.79,79.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_029_template3,rare/extinct,rare,extinct,rare,extinct,adj,3,"this fish is rare, but not extinct.",0.79,79.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_030_template1,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,1,"this recording is scarce, but not unavailable.",0.57,57.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_030_template2,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,2,"this resource is scarce, but not unavailable.",0.57,57.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_030_template3,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,3,"this mineral is scarce, but not unavailable.",0.57,57.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_031_template1,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,1,"that song is silly, but not ridiculous.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_031_template2,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,2,"that joke is silly, but not ridiculous.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_031_template3,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,3,"that question is silly, but not ridiculous.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_032_template1,small/tiny,small,tiny,small,tiny,adj,1,"the room is small, but not tiny.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_032_template2,small/tiny,small,tiny,small,tiny,adj,2,"the car is small, but not tiny.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_032_template3,small/tiny,small,tiny,small,tiny,adj,3,"this fish is small, but not tiny.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_033_template1,snug/tight,snug,tight,snug,tight,adj,1,"the shirt is snug, but not tight.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_033_template2,snug/tight,snug,tight,snug,tight,adj,2,"that dress is snug, but not tight.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_033_template3,snug/tight,snug,tight,snug,tight,adj,3,"this glove is snug, but not tight.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_034_template1,some/all,some,all,some,all,quant,1,"the bartender saw some of the cars, but not all of them.",0.89,89.0,si_nonneutral,cross-scale/human_data/vt16.csv,False,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_034_template2,some/all,some,all,some,all,quant,2,"the nurse saw some of the signs, but not all of them.",0.89,89.0,si_nonneutral,cross-scale/human_data/vt16.csv,False,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_034_template3,some/all,some,all,some,all,quant,3,"the mathematician saw some of the issues, but not all of them.",0.89,89.0,si_nonneutral,cross-scale/human_data/vt16.csv,False,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_035_template1,sometimes/always,sometimes,always,sometimes,always,adv,1,"the assistant is sometimes angry, but not always.",0.86,86.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_035_template2,sometimes/always,sometimes,always,sometimes,always,adv,2,"the director is sometimes late, but not always.",0.86,86.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_035_template3,sometimes/always,sometimes,always,sometimes,always,adv,3,"the doctor is sometimes irritable, but not always.",0.86,86.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_036_template1,special/unique,special,unique,special,unique,adj,1,"that dress is special, but not unique.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_036_template2,special/unique,special,unique,special,unique,adj,2,"that painting is special, but not unique.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_036_template3,special/unique,special,unique,special,unique,adj,3,"this necklace is special, but not unique.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_037_template1,start/finish,start,finish,started,finished,verb,1,"the athlete started, but did not finish.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_037_template2,start/finish,start,finish,started,finished,verb,2,"the dancer started, but did not finish.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_037_template3,start/finish,start,finish,started,finished,verb,3,"the runner started, but did not finish.",0.21,21.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_038_template1,tired/exhausted,tired,exhausted,tired,exhausted,adj,1,"the quarterback is tired, but not exhausted.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_038_template2,tired/exhausted,tired,exhausted,tired,exhausted,adj,2,"the runner is tired, but not exhausted.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_038_template3,tired/exhausted,tired,exhausted,tired,exhausted,adj,3,"the worker is tired, but not exhausted.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_039_template1,try/succeed,try,succeed,tried,succeeded,verb,1,"the candidate tried, but did not succeed.",0.39,39.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_039_template2,try/succeed,try,succeed,tried,succeeded,verb,2,"the athlete tried, but did not succeed.",0.39,39.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_039_template3,try/succeed,try,succeed,tried,succeeded,verb,3,"the scientist tried, but did not succeed.",0.39,39.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_040_template1,ugly/hideous,ugly,hideous,ugly,hideous,adj,1,"the wallpaper is ugly, but not hideous.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_040_template2,ugly/hideous,ugly,hideous,ugly,hideous,adj,2,"that sweater is ugly, but not hideous.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_040_template3,ugly/hideous,ugly,hideous,ugly,hideous,adj,3,"that painting is ugly, but not hideous.",0.18,18.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_041_template1,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,1,"the movie is unsettling, but not horrific.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_041_template2,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,2,"this picture is unsettling, but not horrific.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_041_template3,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,3,"the news is unsettling, but not horrific.",0.25,25.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_042_template1,warm/hot,warm,hot,warm,hot,adj,1,"the weather is warm, but not hot.",0.64,64.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_042_template2,warm/hot,warm,hot,warm,hot,adj,2,"the sand is warm, but not hot.",0.64,64.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_042_template3,warm/hot,warm,hot,warm,hot,adj,3,"the soup is warm, but not hot.",0.64,64.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_043_template1,wary/scared,wary,scared,wary,scared,adj,1,"the dog is wary, but not scared.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_043_template2,wary/scared,wary,scared,wary,scared,adj,2,"the victim is wary, but not scared.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
vt16,van Tiel et al. (2016),vt16_043_template3,wary/scared,wary,scared,wary,scared,adj,3,"the rabbit is wary, but not scared.",0.14,14.0,si_nonneutral,cross-scale/human_data/vt16.csv,True,van Tiel non-neutral template used by Hu et al. cross-scale analysis
